filename,word,list_chars,list_chars_utf8
p2_অভিনেত্রী.mp4,অভিনেত্রী,"['অ', 'ভ', 'ি', 'ন', 'ে', 'ত', '্', 'র', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa7\x80']"
p6_অনুচ্ছেদ.mp4,অনুচ্ছেদ,"['অ', 'ন', 'ু', 'চ', '্', 'ছ', 'ে', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\x9a', b'\xe0\xa7\x8d', b'\xe0\xa6\x9b', b'\xe0\xa7\x87', b'\xe0\xa6\xa6']"
p6_অদৃশ্য.mp4,অদৃশ্য,"['অ', 'দ', 'ৃ', 'শ', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa6', b'\xe0\xa7\x83', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p5_অভিজ্ঞ.mp4,অভিজ্ঞ,"['অ', 'ভ', 'ি', 'জ', '্', 'ঞ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e']"
p3_অঙ্কিত.mp4,অঙ্কিত,"['অ', 'ঙ', '্', 'ক', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x95', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p4_অবিরত.mp4,অবিরত,"['অ', 'ব', 'ি', 'র', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xa4']"
p1_অভিমত.mp4,অভিমত,"['অ', 'ভ', 'ি', 'ম', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xae', b'\xe0\xa6\xa4']"
p3_অব্যাহতি.mp4,অব্যাহতি,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p4_অবিচলিত.mp4,অবিচলিত,"['অ', 'ব', 'ি', 'চ', 'ল', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p5_অধিক.mp4,অধিক,"['অ', 'ধ', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p6_অস্তিত্ব.mp4,অস্তিত্ব,"['অ', 'স', '্', 'ত', 'ি', 'ত', '্', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xac']"
p1_অনুপস্থিতি.mp4,অনুপস্থিতি,"['অ', 'ন', 'ু', 'প', 'স', '্', 'থ', 'ি', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p3_অপরিহার্য.mp4,অপরিহার্য,"['অ', 'প', 'র', 'ি', 'হ', 'া', 'র', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\xb9', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p2_অভ্যাস.mp4,অভ্যাস,"['অ', 'ভ', '্', 'য', 'া', 'স']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8']"
p6_অনুগ্রহ.mp4,অনুগ্রহ,"['অ', 'ন', 'ু', 'গ', '্', 'র', 'হ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9']"
p5_অভদ্র.mp4,অভদ্র,"['অ', 'ভ', 'দ', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xa6', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p2_অব্যাহতি.mp4,অব্যাহতি,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p3_অনুপস্থিত.mp4,অনুপস্থিত,"['অ', 'ন', 'ু', 'প', 'স', '্', 'থ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p5_অপরাধ.mp4,অপরাধ,"['অ', 'প', 'র', 'া', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7']"
p1_অন্তর্গত.mp4,অন্তর্গত,"['অ', 'ন', '্', 'ত', 'র', '্', 'গ', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xa4']"
p6_অবস্থিত.mp4,অবস্থিত,"['অ', 'ব', 'স', '্', 'থ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p3_অবসর.mp4,অবসর,"['অ', 'ব', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p3_অন্ত্যেষ্টিক্রিয়া.mp4,অন্ত্যেষ্টিক্রিয়া,"['অ', 'ন', '্', 'ত', '্', 'য', 'ে', 'ষ', '্', 'ট', 'ি', 'ক', '্', 'র', 'ি', 'য', '়', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa7\x87', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xbe']"
p6_অবিলম্বে.mp4,অবিলম্বে,"['অ', 'ব', 'ি', 'ল', 'ম', '্', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb2', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p1_অন্তর্জাল.mp4,অন্তর্জাল,"['অ', 'ন', '্', 'ত', 'র', '্', 'জ', 'া', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x9c', b'\xe0\xa6\xbe', b'\xe0\xa6\xb2']"
p2_অংশীদার.mp4,অংশীদার,"['অ', 'ং', 'শ', 'ী', 'দ', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa7\x80', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p3_অবস্থিত.mp4,অবস্থিত,"['অ', 'ব', 'স', '্', 'থ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p2_আগ্রহী.mp4,আগ্রহী,"['আ', 'গ', '্', 'র', 'হ', 'ী']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9', b'\xe0\xa7\x80']"
p1_অভিধান.mp4,অভিধান,"['অ', 'ভ', 'ি', 'ধ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p1_অধ্যয়ন.mp4,অধ্যয়ন,"['অ', 'ধ', '্', 'য', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p2_অত্যন্ত.mp4,অত্যন্ত,"['অ', 'ত', '্', 'য', 'ন', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p3_অন্বেষণ.mp4,অন্বেষণ,"['অ', 'ন', '্', 'ব', 'ে', 'ষ', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x87', b'\xe0\xa6\xb7', b'\xe0\xa6\xa3']"
p6_অবশ্যই.mp4,অবশ্যই,"['অ', 'ব', 'শ', '্', 'য', 'ই']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\x87']"
p6_আঞ্চলিক.mp4,আঞ্চলিক,"['আ', 'ঞ', '্', 'চ', 'ল', 'ি', 'ক']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9e', b'\xe0\xa7\x8d', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p1_অনুমতি.mp4,অনুমতি,"['অ', 'ন', 'ু', 'ম', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xae', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p1_অনুভূতি.mp4,অনুভূতি,"['অ', 'ন', 'ু', 'ভ', 'ূ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xad', b'\xe0\xa7\x82', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p1_অবাক.mp4,অবাক,"['অ', 'ব', 'া', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\x95']"
p4_অকুস্থল.mp4,অকুস্থল,"['অ', 'ক', 'ু', 'স', '্', 'থ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xb2']"
p4_অবহিত.mp4,অবহিত,"['অ', 'ব', 'হ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb9', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p1_অঙ্গীকার.mp4,অঙ্গীকার,"['অ', 'ঙ', '্', 'গ', 'ী', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa7\x80', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p2_অসম্ভাব্য.mp4,অসম্ভাব্য,"['অ', 'স', 'ম', '্', 'ভ', 'া', 'ব', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p1_অভিবাসী.mp4,অভিবাসী,"['অ', 'ভ', 'ি', 'ব', 'া', 'স', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x80']"
p2_অতিথি.mp4,অতিথি,"['অ', 'ত', 'ি', 'থ', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf']"
p4_অক্ষম.mp4,অক্ষম,"['অ', 'ক', '্', 'ষ', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xae']"
p5_অভিধান.mp4,অভিধান,"['অ', 'ভ', 'ি', 'ধ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p5_অগত্যা.mp4,অগত্যা,"['অ', 'গ', 'ত', '্', 'য', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe']"
p5_অঙ্কন.mp4,অঙ্কন,"['অ', 'ঙ', '্', 'ক', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x95', b'\xe0\xa6\xa8']"
p1_অভাব.mp4,অভাব,"['অ', 'ভ', 'া', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac']"
p5_অন্তর্গত.mp4,অন্তর্গত,"['অ', 'ন', '্', 'ত', 'র', '্', 'গ', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xa4']"
p3_অগ্রসর.mp4,অগ্রসর,"['অ', 'গ', '্', 'র', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p5_অধিকাংশ.mp4,অধিকাংশ,"['অ', 'ধ', 'ি', 'ক', 'া', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p3_অঙ্কন.mp4,অঙ্কন,"['অ', 'ঙ', '্', 'ক', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x95', b'\xe0\xa6\xa8']"
p2_অভিমত.mp4,অভিমত,"['অ', 'ভ', 'ি', 'ম', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xae', b'\xe0\xa6\xa4']"
p2_অন্যত্র.mp4,অন্যত্র,"['অ', 'ন', '্', 'য', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p1_অস্তিত্ব.mp4,অস্তিত্ব,"['অ', 'স', '্', 'ত', 'ি', 'ত', '্', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xac']"
p4_অজ্ঞান.mp4,অজ্ঞান,"['অ', 'জ', '্', 'ঞ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p3_অগ্রবর্তী.mp4,অগ্রবর্তী,"['অ', 'গ', '্', 'র', 'ব', 'র', '্', 'ত', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xac', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x80']"
p3_অগত্যা.mp4,অগত্যা,"['অ', 'গ', 'ত', '্', 'য', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe']"
p5_অ্যালবাম.mp4,অ্যালবাম,"['অ', '্', 'য', 'া', 'ল', 'ব', 'া', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb2', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xae']"
p2_অবকাশ.mp4,অবকাশ,"['অ', 'ব', 'ক', 'া', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb6']"
p4_আগামীকাল.mp4,আগামীকাল,"['আ', 'গ', 'া', 'ম', 'ী', 'ক', 'া', 'ল']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa6\xbe', b'\xe0\xa6\xae', b'\xe0\xa7\x80', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb2']"
p4_অভিযোগ.mp4,অভিযোগ,"['অ', 'ভ', 'ি', 'য', 'ো', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x8b', b'\xe0\xa6\x97']"
p1_অধীনে.mp4,অধীনে,"['অ', 'ধ', 'ী', 'ন', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x80', b'\xe0\xa6\xa8', b'\xe0\xa7\x87']"
p4_অবশেষে.mp4,অবশেষে,"['অ', 'ব', 'শ', 'ে', 'ষ', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb6', b'\xe0\xa7\x87', b'\xe0\xa6\xb7', b'\xe0\xa7\x87']"
p2_অকুস্থল.mp4,অকুস্থল,"['অ', 'ক', 'ু', 'স', '্', 'থ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xb2']"
p4_অংক.mp4,অংক,"['অ', 'ং', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\x95']"
p1_অভিন্ন.mp4,অভিন্ন,"['অ', 'ভ', 'ি', 'ন', '্', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa8']"
p1_অগ্রসর.mp4,অগ্রসর,"['অ', 'গ', '্', 'র', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p1_অশ্বারোহণ.mp4,অশ্বারোহণ,"['অ', 'শ', '্', 'ব', 'া', 'র', 'ো', 'হ', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8b', b'\xe0\xa6\xb9', b'\xe0\xa6\xa3']"
p4_অন্যভাবে.mp4,অন্যভাবে,"['অ', 'ন', '্', 'য', 'ভ', 'া', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p1_অবস্থা.mp4,অবস্থা,"['অ', 'ব', 'স', '্', 'থ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe']"
p3_অন্তর্গত.mp4,অন্তর্গত,"['অ', 'ন', '্', 'ত', 'র', '্', 'গ', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xa4']"
p6_অনুদান.mp4,অনুদান,"['অ', 'ন', 'ু', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p3_অংশ.mp4,অংশ,"['অ', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p1_অবিচলিত.mp4,অবিচলিত,"['অ', 'ব', 'ি', 'চ', 'ল', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p4_আকর্ষণ.mp4,আকর্ষণ,"['আ', 'ক', 'র', '্', 'ষ', 'ণ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xa3']"
p2_অন্তর্গত.mp4,অন্তর্গত,"['অ', 'ন', '্', 'ত', 'র', '্', 'গ', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa6\xa4']"
p1_অভিযান.mp4,অভিযান,"['অ', 'ভ', 'ি', 'য', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p5_অবদান.mp4,অবদান,"['অ', 'ব', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অর্থায়ন.mp4,অর্থায়ন,"['অ', 'র', '্', 'থ', 'া', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p1_অবিশ্বাস্যভাবে.mp4,অবিশ্বাস্যভাবে,"['অ', 'ব', 'ি', 'শ', '্', 'ব', 'া', 'স', '্', 'য', 'ভ', 'া', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p5_অনন্য.mp4,অনন্য,"['অ', 'ন', 'ন', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p2_অভিযুক্ত.mp4,অভিযুক্ত,"['অ', 'ভ', 'ি', 'য', 'ু', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x81', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p5_আকৃষ্ট.mp4,আকৃষ্ট,"['আ', 'ক', 'ৃ', 'ষ', '্', 'ট']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x83', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f']"
p3_অপ্রত্যাশিত.mp4,অপ্রত্যাশিত,"['অ', 'প', '্', 'র', 'ত', '্', 'য', 'া', 'শ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb6', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p2_অসুস্থতা.mp4,অসুস্থতা,"['অ', 'স', 'ু', 'স', '্', 'থ', 'ত', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xa4', b'\xe0\xa6\xbe']"
p6_অংশ.mp4,অংশ,"['অ', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p2_অঙ্কিত.mp4,অঙ্কিত,"['অ', 'ঙ', '্', 'ক', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x95', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
